,Unnamed: 0,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score,ParameterName,Parameter
127,48,Industrial_Estate,63.29113924050633,ROOTSIFT,6.481012658227848,0.1023999999999999,0.8976000000000001,0.1023999999999999,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
128,49,Industrial_Estate,63.29113924050633,ROOTSIFT,3.316455696202532,0.0523999999999999,0.9476,0.0523999999999999,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
129,50,Industrial_Estate,63.29113924050633,ROOTSIFT,0.4430379746835443,0.0069999999999999,0.993,0.007,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
130,51,Industrial_Estate,55.88607594936709,ROOTSIFT,1.4683544303797469,0.0262740656851642,0.9737259343148358,0.0262740656851642,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
131,52,Industrial_Estate,63.29113924050633,ROOTSIFT,0.2531645569620253,0.004,0.996,0.004,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
132,53,Industrial_Estate,63.29113924050633,ROOTSIFT,0.6708860759493671,0.0106,0.9894,0.0106,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
133,54,Industrial_Estate,57.49367088607595,ROOTSIFT,1.0,0.0173932188463232,0.9826067811536768,0.0173932188463231,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
134,55,Industrial_Estate,33.87341772151899,ROOTSIFT,0.8734177215189873,0.0257847533632286,0.9742152466367712,0.0257847533632287,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
135,56,Industrial_Estate,45.936708860759495,ROOTSIFT,4.215189873417722,0.0917608156516946,0.9082391843483052,0.0917608156516946,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
136,57,Industrial_Estate,54.78481012658228,ROOTSIFT,4.556962025316456,0.0831792975970425,0.9168207024029574,0.0831792975970425,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
137,58,Industrial_Estate,61.70886075949367,ROOTSIFT,6.594936708860759,0.1068717948717948,0.8931282051282051,0.1068717948717948,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
138,59,Industrial_Estate,63.29113924050633,ROOTSIFT,6.835443037974684,0.108,0.892,0.108,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
139,60,Industrial_Estate,60.16455696202532,ROOTSIFT,1.5949367088607596,0.0265095729013254,0.9734904270986744,0.0265095729013254,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
140,61,Industrial_Estate,45.13924050632912,ROOTSIFT,1.0,0.0221536735838474,0.9778463264161524,0.0221536735838474,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
141,62,Industrial_Estate,43.56962025316456,ROOTSIFT,0.379746835443038,0.0087158628704241,0.991284137129576,0.0087158628704241,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
142,63,Industrial_Estate,63.29113924050633,ROOTSIFT,0.4936708860759494,0.0078,0.9922,0.0077999999999999,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
143,64,Industrial_Estate,63.29113924050633,ROOTSIFT,0.3924050632911392,0.0062,0.9938,0.0061999999999999,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
144,65,Industrial_Estate,62.24050632911393,ROOTSIFT,0.5949367088607594,0.0095586739882041,0.9904413260117958,0.0095586739882041,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
145,66,Industrial_Estate,61.67088607594937,ROOTSIFT,0.810126582278481,0.0131362889983579,0.986863711001642,0.0131362889983579,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
146,67,Industrial_Estate,63.29113924050633,ROOTSIFT,1.9873417721518989,0.0314,0.9686,0.0313999999999999,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
147,68,Industrial_Estate,63.29113924050633,ROOTSIFT,4.177215189873418,0.066,0.934,0.0659999999999999,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
148,69,Industrial_Estate,63.29113924050633,ROOTSIFT,3.050632911392405,0.0481999999999999,0.9518,0.0482,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
149,70,Industrial_Estate,63.29113924050633,ROOTSIFT,0.0759493670886076,0.0012,0.9988,0.0011999999999999,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
150,71,Industrial_Estate,63.29113924050633,ROOTSIFT,10.291139240506327,0.1626,0.8373999999999999,0.1626,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
151,72,Industrial_Estate,63.30379746835443,ROOTSIFT,3.050632911392405,0.0481903619276144,0.9518096380723856,0.0481903619276144,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
152,73,Industrial_Estate,63.30379746835443,ROOTSIFT,3.79746835443038,0.05998800239952,0.94001199760048,0.05998800239952,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
153,74,Industrial_Estate,63.30379746835443,ROOTSIFT,3.2658227848101267,0.0515896820635872,0.9484103179364128,0.0515896820635872,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
154,75,Industrial_Estate,63.29113924050633,ROOTSIFT,5.772151898734177,0.0911999999999999,0.9088,0.0912,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
155,76,Industrial_Estate,63.30379746835443,ROOTSIFT,3.734177215189873,0.058988202359528,0.941011797640472,0.058988202359528,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
156,77,Industrial_Estate,63.29113924050633,ROOTSIFT,5.012658227848101,0.0791999999999999,0.9208,0.0791999999999999,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
157,78,Industrial_Estate,63.29113924050633,ROOTSIFT,5.936708860759493,0.0938,0.9062,0.0938,B,"ENHANCEROOTSIFT(nfeatures=5000, contrastThreshold =0.09, edgeThreshold=8)"
158,0,Industrial_Estate,88.60759493670886,ROOTSIFT,0.2911392405063291,0.0032857142857142,0.9967142857142858,0.0032857142857142,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
159,1,Industrial_Estate,88.62025316455696,ROOTSIFT,2.4177215189873418,0.0272818168833023,0.9727181831166976,0.0272818168833023,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
160,2,Industrial_Estate,88.60759493670886,ROOTSIFT,5.367088607594937,0.0605714285714285,0.9394285714285714,0.0605714285714285,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
161,3,Industrial_Estate,88.62025316455696,ROOTSIFT,3.5443037974683542,0.0399942865304956,0.9600057134695044,0.0399942865304957,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
162,4,Industrial_Estate,88.62025316455696,ROOTSIFT,0.1645569620253164,0.0018568775889158,0.9981431224110842,0.0018568775889158,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
163,5,Industrial_Estate,56.79746835443038,ROOTSIFT,2.3417721518987342,0.0412302206373969,0.958769779362603,0.0412302206373969,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
164,6,Industrial_Estate,51.607594936708864,ROOTSIFT,0.3544303797468354,0.0068677949472651,0.9931322050527348,0.0068677949472651,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
165,7,Industrial_Estate,66.78481012658227,ROOTSIFT,0.9113924050632912,0.0136467020470053,0.9863532979529946,0.0136467020470053,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
166,8,Industrial_Estate,88.60759493670886,ROOTSIFT,0.5316455696202531,0.0059999999999999,0.994,0.006,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
167,9,Industrial_Estate,43.063291139240505,ROOTSIFT,0.3924050632911392,0.0091122868900646,0.9908877131099354,0.0091122868900646,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
168,10,Industrial_Estate,41.62025316455696,ROOTSIFT,0.5569620253164557,0.0133819951338199,0.98661800486618,0.0133819951338199,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
169,11,Industrial_Estate,52.55696202531646,ROOTSIFT,3.037974683544304,0.0578034682080924,0.9421965317919074,0.0578034682080925,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
170,12,Industrial_Estate,54.31645569620253,ROOTSIFT,5.89873417721519,0.1085993940806338,0.8914006059193661,0.1085993940806338,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
171,13,Industrial_Estate,61.53164556962025,ROOTSIFT,1.7088607594936709,0.0277720633614482,0.9722279366385518,0.0277720633614482,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
172,14,Industrial_Estate,47.46835443037975,ROOTSIFT,2.4683544303797467,0.052,0.948,0.052,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
173,15,Industrial_Estate,51.10126582278481,ROOTSIFT,0.3291139240506329,0.0064404260589546,0.9935595739410452,0.0064404260589546,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
174,16,Industrial_Estate,40.88607594936709,ROOTSIFT,1.0379746835443038,0.0253869969040247,0.9746130030959752,0.0253869969040247,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
175,17,Industrial_Estate,65.63291139240506,ROOTSIFT,2.848101265822785,0.0433944069431051,0.9566055930568949,0.0433944069431051,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
176,18,Industrial_Estate,79.68354430379746,ROOTSIFT,1.5063291139240509,0.0189038919777601,0.9810961080222398,0.0189038919777601,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
177,19,Industrial_Estate,60.83544303797469,ROOTSIFT,1.2784810126582278,0.0210153974198918,0.9789846025801082,0.0210153974198917,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
178,20,Industrial_Estate,70.79746835443038,ROOTSIFT,0.2784810126582278,0.0039334882889325,0.9960665117110672,0.0039334882889326,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
179,21,Industrial_Estate,88.60759493670886,ROOTSIFT,2.2911392405063293,0.0258571428571428,0.9741428571428572,0.0258571428571428,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
180,22,Industrial_Estate,88.60759493670886,ROOTSIFT,7.430379746835443,0.0838571428571428,0.9161428571428571,0.0838571428571428,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
181,23,Industrial_Estate,88.62025316455696,ROOTSIFT,2.1012658227848102,0.0237108984430795,0.9762891015569204,0.0237108984430795,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
182,24,Industrial_Estate,88.60759493670886,ROOTSIFT,5.430379746835443,0.0612857142857142,0.9387142857142856,0.0612857142857142,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
183,25,Industrial_Estate,88.60759493670886,ROOTSIFT,3.683544303797469,0.0415714285714285,0.9584285714285712,0.0415714285714286,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
184,26,Industrial_Estate,88.60759493670886,ROOTSIFT,2.6202531645569622,0.0295714285714285,0.9704285714285716,0.0295714285714285,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
185,27,Industrial_Estate,88.60759493670886,ROOTSIFT,1.2911392405063291,0.0145714285714285,0.9854285714285714,0.0145714285714285,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
186,28,Industrial_Estate,88.60759493670886,ROOTSIFT,8.39240506329114,0.0947142857142857,0.9052857142857144,0.0947142857142856,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
187,29,Industrial_Estate,88.60759493670886,ROOTSIFT,1.6708860759493671,0.0188571428571428,0.9811428571428572,0.0188571428571428,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
188,30,Industrial_Estate,88.60759493670886,ROOTSIFT,4.354430379746836,0.0491428571428571,0.950857142857143,0.049142857142857,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
189,31,Industrial_Estate,88.60759493670886,ROOTSIFT,14.139240506329116,0.1595714285714286,0.8404285714285714,0.1595714285714286,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
190,32,Industrial_Estate,88.60759493670886,ROOTSIFT,2.075949367088608,0.0234285714285714,0.9765714285714284,0.0234285714285714,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
191,33,Industrial_Estate,88.60759493670886,ROOTSIFT,4.329113924050633,0.0488571428571428,0.9511428571428572,0.0488571428571428,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
192,34,Industrial_Estate,86.9113924050633,ROOTSIFT,3.354430379746836,0.0385959801922516,0.9614040198077484,0.0385959801922516,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
193,35,Industrial_Estate,88.60759493670886,ROOTSIFT,4.291139240506329,0.0484285714285714,0.9515714285714286,0.0484285714285714,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
194,36,Industrial_Estate,70.77215189873418,ROOTSIFT,4.139240506329114,0.0584868538722947,0.9415131461277052,0.0584868538722947,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
195,37,Industrial_Estate,69.70886075949367,ROOTSIFT,5.329113924050633,0.0764481568912293,0.9235518431087708,0.0764481568912293,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
196,38,Industrial_Estate,88.60759493670886,ROOTSIFT,6.417721518987341,0.0724285714285714,0.9275714285714286,0.0724285714285714,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
197,39,Industrial_Estate,65.34177215189874,ROOTSIFT,4.430379746835443,0.0678031770631538,0.9321968229368462,0.0678031770631537,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
198,40,Industrial_Estate,81.49367088607595,ROOTSIFT,1.0253164556962024,0.0125815470643056,0.9874184529356944,0.0125815470643056,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
199,41,Industrial_Estate,88.60759493670886,ROOTSIFT,0.8607594936708861,0.0097142857142857,0.9902857142857144,0.0097142857142856,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
200,42,Industrial_Estate,88.60759493670886,ROOTSIFT,0.4556962025316455,0.0051428571428571,0.9948571428571428,0.0051428571428571,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
201,43,Industrial_Estate,88.60759493670886,ROOTSIFT,6.759493670886076,0.0762857142857142,0.9237142857142856,0.0762857142857142,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
202,44,Industrial_Estate,88.60759493670886,ROOTSIFT,7.69620253164557,0.0868571428571428,0.9131428571428571,0.0868571428571428,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
203,45,Industrial_Estate,88.60759493670886,ROOTSIFT,1.3417721518987342,0.0151428571428571,0.9848571428571428,0.0151428571428571,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
204,46,Industrial_Estate,88.60759493670886,ROOTSIFT,4.962025316455696,0.0559999999999999,0.944,0.0559999999999999,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
205,47,Industrial_Estate,88.60759493670886,ROOTSIFT,3.8987341772151898,0.044,0.956,0.044,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
206,48,Industrial_Estate,88.62025316455696,ROOTSIFT,8.075949367088608,0.0911298385944865,0.9088701614055136,0.0911298385944865,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
207,49,Industrial_Estate,88.60759493670886,ROOTSIFT,4.177215189873418,0.0471428571428571,0.9528571428571428,0.0471428571428571,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
208,50,Industrial_Estate,88.60759493670886,ROOTSIFT,0.3924050632911392,0.0044285714285714,0.9955714285714288,0.0044285714285713,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
209,51,Industrial_Estate,59.10126582278481,ROOTSIFT,1.7848101265822784,0.0301991861212251,0.9698008138787748,0.030199186121225,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
210,52,Industrial_Estate,73.65822784810126,ROOTSIFT,0.2658227848101265,0.0036088675030073,0.9963911324969926,0.0036088675030073,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
211,53,Industrial_Estate,88.60759493670886,ROOTSIFT,0.7215189873417721,0.0081428571428571,0.9918571428571428,0.0081428571428571,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
212,54,Industrial_Estate,60.68354430379747,ROOTSIFT,1.0126582278481011,0.0166875260742594,0.9833124739257404,0.0166875260742594,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
213,55,Industrial_Estate,35.87341772151899,ROOTSIFT,0.8481012658227848,0.0236414961185603,0.9763585038814396,0.0236414961185603,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
214,56,Industrial_Estate,47.962025316455694,ROOTSIFT,4.1265822784810124,0.086038532594352,0.913961467405648,0.086038532594352,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
215,57,Industrial_Estate,56.265822784810126,ROOTSIFT,5.278481012658228,0.0938132733408323,0.9061867266591676,0.0938132733408323,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
216,58,Industrial_Estate,62.86075949367088,ROOTSIFT,6.987341772151899,0.1111558598469593,0.8888441401530407,0.1111558598469593,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
217,59,Industrial_Estate,72.55696202531645,ROOTSIFT,7.455696202531645,0.1027564549895324,0.8972435450104677,0.1027564549895324,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
218,60,Industrial_Estate,62.64556962025316,ROOTSIFT,1.7088607594936709,0.0272782380278844,0.9727217619721156,0.0272782380278843,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
219,61,Industrial_Estate,47.70886075949367,ROOTSIFT,1.3037974683544304,0.0273282037675776,0.9726717962324224,0.0273282037675776,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
220,62,Industrial_Estate,45.24050632911393,ROOTSIFT,0.4810126582278481,0.0106323447118074,0.9893676552881924,0.0106323447118075,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
221,63,Industrial_Estate,69.9873417721519,ROOTSIFT,0.6962025316455697,0.009947549285585,0.9900524507144148,0.009947549285585,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
222,64,Industrial_Estate,88.60759493670886,ROOTSIFT,0.3164556962025316,0.0035714285714285,0.9964285714285712,0.0035714285714286,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
223,65,Industrial_Estate,65.84810126582279,ROOTSIFT,0.6708860759493671,0.0101883890811226,0.9898116109188774,0.0101883890811226,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
224,66,Industrial_Estate,64.51898734177215,ROOTSIFT,1.240506329113924,0.019226996272317,0.980773003727683,0.019226996272317,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
225,67,Industrial_Estate,88.60759493670886,ROOTSIFT,2.7341772151898733,0.0308571428571428,0.9691428571428572,0.0308571428571428,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
226,68,Industrial_Estate,88.60759493670886,ROOTSIFT,5.139240506329114,0.0579999999999999,0.942,0.058,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
227,69,Industrial_Estate,88.60759493670886,ROOTSIFT,4.481012658227848,0.0505714285714285,0.9494285714285714,0.0505714285714285,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
228,70,Industrial_Estate,88.63291139240506,ROOTSIFT,0.0759493670886076,0.0008568980291345,0.9991431019708654,0.0008568980291345,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
229,71,Industrial_Estate,88.60759493670886,ROOTSIFT,13.886075949367088,0.1567142857142857,0.8432857142857143,0.1567142857142857,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
230,72,Industrial_Estate,88.60759493670886,ROOTSIFT,4.113924050632911,0.0464285714285714,0.9535714285714284,0.0464285714285714,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
231,73,Industrial_Estate,88.60759493670886,ROOTSIFT,5.39240506329114,0.0608571428571428,0.9391428571428572,0.0608571428571428,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
232,74,Industrial_Estate,88.60759493670886,ROOTSIFT,4.1265822784810124,0.0465714285714285,0.9534285714285716,0.0465714285714285,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
233,75,Industrial_Estate,88.60759493670886,ROOTSIFT,7.151898734177215,0.0807142857142857,0.9192857142857144,0.0807142857142856,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
234,76,Industrial_Estate,88.60759493670886,ROOTSIFT,5.265822784810126,0.0594285714285714,0.9405714285714286,0.0594285714285714,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
235,77,Industrial_Estate,88.62025316455696,ROOTSIFT,7.443037974683544,0.0839880017140408,0.9160119982859593,0.0839880017140408,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
236,78,Industrial_Estate,88.60759493670886,ROOTSIFT,7.974683544303797,0.09,0.91,0.09,C,"ROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
237,0,Industrial_Estate,88.60759493670886,ROOTSIFT,0.2911392405063291,0.0032857142857142,0.9967142857142858,0.0032857142857142,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
238,1,Industrial_Estate,88.62025316455696,ROOTSIFT,2.4177215189873418,0.0272818168833023,0.9727181831166976,0.0272818168833023,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
239,2,Industrial_Estate,88.60759493670886,ROOTSIFT,5.367088607594937,0.0605714285714285,0.9394285714285714,0.0605714285714285,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
240,3,Industrial_Estate,88.62025316455696,ROOTSIFT,3.5443037974683542,0.0399942865304956,0.9600057134695044,0.0399942865304957,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
241,4,Industrial_Estate,88.62025316455696,ROOTSIFT,0.1645569620253164,0.0018568775889158,0.9981431224110842,0.0018568775889158,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
242,5,Industrial_Estate,56.79746835443038,ROOTSIFT,2.3417721518987342,0.0412302206373969,0.958769779362603,0.0412302206373969,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
243,6,Industrial_Estate,51.607594936708864,ROOTSIFT,0.3544303797468354,0.0068677949472651,0.9931322050527348,0.0068677949472651,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
244,7,Industrial_Estate,66.78481012658227,ROOTSIFT,0.9113924050632912,0.0136467020470053,0.9863532979529946,0.0136467020470053,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
245,8,Industrial_Estate,88.60759493670886,ROOTSIFT,0.5316455696202531,0.0059999999999999,0.994,0.006,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
246,9,Industrial_Estate,43.063291139240505,ROOTSIFT,0.3924050632911392,0.0091122868900646,0.9908877131099354,0.0091122868900646,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
247,10,Industrial_Estate,41.62025316455696,ROOTSIFT,0.5569620253164557,0.0133819951338199,0.98661800486618,0.0133819951338199,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
248,11,Industrial_Estate,52.55696202531646,ROOTSIFT,3.037974683544304,0.0578034682080924,0.9421965317919074,0.0578034682080925,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
249,12,Industrial_Estate,54.31645569620253,ROOTSIFT,5.89873417721519,0.1085993940806338,0.8914006059193661,0.1085993940806338,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
250,13,Industrial_Estate,61.53164556962025,ROOTSIFT,1.7088607594936709,0.0277720633614482,0.9722279366385518,0.0277720633614482,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
251,14,Industrial_Estate,47.46835443037975,ROOTSIFT,2.4683544303797467,0.052,0.948,0.052,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
252,15,Industrial_Estate,51.10126582278481,ROOTSIFT,0.3291139240506329,0.0064404260589546,0.9935595739410452,0.0064404260589546,D,"ENHANCEROOTSIFT(nfeatures=7000, contrastThreshold =0.09, edgeThreshold=9)"
