,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score,ParameterName,Parameter
0,Industrial_Estate,75.9493670886076,ROOTSIFT,0.1772151898734177,0.0023333333333333,0.9976666666666666,0.0023333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
1,Industrial_Estate,75.9620253164557,ROOTSIFT,1.3544303797468351,0.0178303616063989,0.9821696383936012,0.0178303616063988,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
2,Industrial_Estate,75.9493670886076,ROOTSIFT,3.2151898734177213,0.0423333333333333,0.9576666666666666,0.0423333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
3,Industrial_Estate,75.9620253164557,ROOTSIFT,1.5949367088607596,0.0209965005832361,0.979003499416764,0.0209965005832361,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
4,Industrial_Estate,75.9493670886076,ROOTSIFT,0.6455696202531646,0.0084999999999999,0.9915,0.0085,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
5,Industrial_Estate,75.9493670886076,ROOTSIFT,1.5443037974683544,0.0203333333333333,0.9796666666666666,0.0203333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
6,Industrial_Estate,75.9493670886076,ROOTSIFT,0.2911392405063291,0.0038333333333333,0.9961666666666668,0.0038333333333332,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
7,Industrial_Estate,75.9493670886076,ROOTSIFT,0.6835443037974683,0.009,0.991,0.0089999999999999,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
8,Industrial_Estate,75.9493670886076,ROOTSIFT,0.6962025316455697,0.0091666666666666,0.9908333333333332,0.0091666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
9,Industrial_Estate,75.9493670886076,ROOTSIFT,0.6962025316455697,0.0091666666666666,0.9908333333333332,0.0091666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
10,Industrial_Estate,75.9493670886076,ROOTSIFT,0.379746835443038,0.005,0.995,0.005,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
11,Industrial_Estate,75.9493670886076,ROOTSIFT,3.430379746835443,0.0451666666666666,0.9548333333333332,0.0451666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
12,Industrial_Estate,75.9493670886076,ROOTSIFT,4.341772151898734,0.0571666666666666,0.9428333333333332,0.0571666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
13,Industrial_Estate,75.9493670886076,ROOTSIFT,1.2911392405063291,0.0169999999999999,0.983,0.0169999999999999,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
14,Industrial_Estate,75.9493670886076,ROOTSIFT,0.9240506329113924,0.0121666666666666,0.9878333333333332,0.0121666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
15,Industrial_Estate,75.9493670886076,ROOTSIFT,0.9746835443037974,0.0128333333333333,0.9871666666666666,0.0128333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
16,Industrial_Estate,75.9493670886076,ROOTSIFT,1.9873417721518989,0.0261666666666666,0.9738333333333334,0.0261666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
17,Industrial_Estate,75.9493670886076,ROOTSIFT,1.9493670886075949,0.0256666666666666,0.9743333333333332,0.0256666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
18,Industrial_Estate,75.9493670886076,ROOTSIFT,0.7468354430379747,0.0098333333333333,0.9901666666666666,0.0098333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
19,Industrial_Estate,75.9493670886076,ROOTSIFT,0.8734177215189873,0.0114999999999999,0.9885,0.0115,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
20,Industrial_Estate,75.9493670886076,ROOTSIFT,0.759493670886076,0.01,0.99,0.01,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
21,Industrial_Estate,75.9493670886076,ROOTSIFT,0.8987341772151899,0.0118333333333333,0.9881666666666666,0.0118333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
22,Industrial_Estate,75.9493670886076,ROOTSIFT,4.417721518987341,0.0581666666666666,0.9418333333333334,0.0581666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
23,Industrial_Estate,75.9493670886076,ROOTSIFT,0.6962025316455697,0.0091666666666666,0.9908333333333332,0.0091666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
24,Industrial_Estate,75.9493670886076,ROOTSIFT,3.4050632911392404,0.0448333333333333,0.9551666666666666,0.0448333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
25,Industrial_Estate,75.9493670886076,ROOTSIFT,2.392405063291139,0.0314999999999999,0.9685,0.0314999999999999,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
26,Industrial_Estate,75.9493670886076,ROOTSIFT,2.3417721518987342,0.0308333333333333,0.9691666666666666,0.0308333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
27,Industrial_Estate,75.9493670886076,ROOTSIFT,1.6708860759493671,0.022,0.978,0.022,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
28,Industrial_Estate,75.9620253164557,ROOTSIFT,4.1645569620253164,0.0548241959673387,0.9451758040326612,0.0548241959673387,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
29,Industrial_Estate,75.9493670886076,ROOTSIFT,1.0253164556962024,0.0134999999999999,0.9865,0.0134999999999999,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
30,Industrial_Estate,75.9493670886076,ROOTSIFT,2.354430379746836,0.031,0.969,0.0309999999999999,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
31,Industrial_Estate,75.9493670886076,ROOTSIFT,11.78481012658228,0.1551666666666666,0.8448333333333334,0.1551666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
32,Industrial_Estate,75.9493670886076,ROOTSIFT,0.8354430379746836,0.011,0.989,0.011,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
33,Industrial_Estate,75.9493670886076,ROOTSIFT,3.886075949367088,0.0511666666666666,0.9488333333333334,0.0511666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
34,Industrial_Estate,75.9493670886076,ROOTSIFT,3.4050632911392404,0.0448333333333333,0.9551666666666666,0.0448333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
35,Industrial_Estate,75.9493670886076,ROOTSIFT,3.0632911392405062,0.0403333333333333,0.9596666666666668,0.0403333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
36,Industrial_Estate,75.9493670886076,ROOTSIFT,3.949367088607595,0.052,0.948,0.052,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
37,Industrial_Estate,75.9493670886076,ROOTSIFT,4.1645569620253164,0.0548333333333333,0.9451666666666668,0.0548333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
38,Industrial_Estate,75.9493670886076,ROOTSIFT,4.253164556962025,0.0559999999999999,0.944,0.0559999999999999,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
39,Industrial_Estate,75.9493670886076,ROOTSIFT,3.037974683544304,0.04,0.96,0.04,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
40,Industrial_Estate,75.9493670886076,ROOTSIFT,0.7848101265822784,0.0103333333333333,0.9896666666666668,0.0103333333333332,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
41,Industrial_Estate,75.9493670886076,ROOTSIFT,0.2531645569620253,0.0033333333333333,0.9966666666666668,0.0033333333333333,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
42,Industrial_Estate,75.9493670886076,ROOTSIFT,0.1139240506329113,0.0014999999999999,0.9985,0.0015,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
43,Industrial_Estate,75.9493670886076,ROOTSIFT,3.8227848101265822,0.0503333333333333,0.9496666666666668,0.0503333333333332,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
44,Industrial_Estate,75.9493670886076,ROOTSIFT,4.987341772151899,0.0656666666666666,0.9343333333333336,0.0656666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
45,Industrial_Estate,75.9493670886076,ROOTSIFT,0.4936708860759494,0.0065,0.9935,0.0064999999999999,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
46,Industrial_Estate,75.9493670886076,ROOTSIFT,2.962025316455696,0.0389999999999999,0.961,0.0389999999999999,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
47,Industrial_Estate,75.9493670886076,ROOTSIFT,1.9873417721518989,0.0261666666666666,0.9738333333333334,0.0261666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
48,Industrial_Estate,75.9493670886076,ROOTSIFT,4.0,0.0526666666666666,0.9473333333333334,0.0526666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
49,Industrial_Estate,75.9493670886076,ROOTSIFT,2.9873417721518987,0.0393333333333333,0.9606666666666668,0.0393333333333332,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
50,Industrial_Estate,75.9493670886076,ROOTSIFT,0.1645569620253164,0.0021666666666666,0.9978333333333332,0.0021666666666666,A,"ROOTSIFT(nfeatures=6000, contrastThreshold =0.06, edgeThreshold=6)"
