,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score
0,Industrial_Estate,91.16964285714286,SURF,0.8140146683673469,0.008928571428571428,0.9910714285714284,0.008928571428571468
1,Industrial_Estate,54.375,SURF,0.4854910714285714,0.00892857142857143,0.9910714285714286,0.008928571428571412
2,Industrial_Estate,82.69642857142857,SURF,0.7383609693877551,0.008928571428571428,0.9910714285714286,0.008928571428571412
3,Industrial_Estate,120.92857142857143,SURF,1.079719387755102,0.00892857142857143,0.9910714285714284,0.008928571428571468
4,Industrial_Estate,97.84821428571428,SURF,0.8736447704081634,0.008928571428571428,0.9910714285714286,0.008928571428571412
5,Industrial_Estate,72.375,SURF,0.6462053571428571,0.008928571428571428,0.9910714285714284,0.008928571428571468
6,Industrial_Estate,219.0,SURF,1.9553571428571428,0.008928571428571428,0.9910714285714286,0.008928571428571412
7,Industrial_Estate,672.3125,SURF,6.002790178571429,0.00892857142857143,0.9910714285714284,0.008928571428571468
8,Industrial_Estate,886.2678571428571,SURF,7.913105867346937,0.008928571428571428,0.9910714285714284,0.008928571428571468
9,Industrial_Estate,969.1875,SURF,8.653459821428571,0.008928571428571428,0.9910714285714286,0.008928571428571412
10,Industrial_Estate,885.1160714285713,SURF,7.90282206632653,0.008928571428571428,0.9910714285714286,0.008928571428571412
11,Industrial_Estate,590.875,SURF,5.275669642857143,0.00892857142857143,0.9910714285714286,0.008928571428571412
12,Industrial_Estate,528.4285714285714,SURF,4.718112244897959,0.008928571428571428,0.9910714285714286,0.008928571428571412
13,Industrial_Estate,540.5178571428571,SURF,4.826052295918367,0.008928571428571428,0.9910714285714288,0.008928571428571357
14,Industrial_Estate,106.91071428571428,SURF,0.9545599489795918,0.008928571428571428,0.9910714285714286,0.008928571428571412
15,Industrial_Estate,232.16964285714286,SURF,2.072943239795918,0.008928571428571428,0.9910714285714286,0.008928571428571412
16,Industrial_Estate,447.1696428571428,SURF,3.992586096938776,0.008928571428571428,0.9910714285714284,0.008928571428571468
17,Industrial_Estate,731.9732142857142,SURF,6.535475127551021,0.00892857142857143,0.9910714285714286,0.008928571428571412
18,Industrial_Estate,769.5803571428571,SURF,6.871253188775508,0.008928571428571428,0.9910714285714284,0.008928571428571468
19,Industrial_Estate,820.3571428571429,SURF,7.324617346938775,0.008928571428571428,0.9910714285714286,0.008928571428571412
20,Industrial_Estate,429.5625,SURF,3.8353794642857135,0.008928571428571428,0.9910714285714286,0.008928571428571412
21,Industrial_Estate,75.75,SURF,0.6763392857142857,0.008928571428571428,0.9910714285714284,0.008928571428571468
22,Industrial_Estate,59.00892857142857,SURF,0.5268654336734694,0.008928571428571428,0.9910714285714284,0.008928571428571468
23,Industrial_Estate,78.21428571428571,SURF,0.6983418367346939,0.00892857142857143,0.9910714285714284,0.008928571428571468
24,Industrial_Estate,116.35714285714286,SURF,1.0389030612244898,0.008928571428571428,0.9910714285714286,0.008928571428571412
25,Industrial_Estate,55.526785714285715,SURF,0.4957748724489796,0.008928571428571428,0.9910714285714286,0.008928571428571412
26,Industrial_Estate,45.58035714285714,SURF,0.4069674744897959,0.008928571428571428,0.9910714285714286,0.008928571428571412
27,Industrial_Estate,110.77678571428572,SURF,0.989078443877551,0.008928571428571428,0.9910714285714286,0.008928571428571412
28,Industrial_Estate,71.04464285714286,SURF,0.6343271683673469,0.008928571428571428,0.9910714285714284,0.008928571428571468
29,Industrial_Estate,80.28571428571429,SURF,0.7168367346938777,0.00892857142857143,0.9910714285714286,0.008928571428571412
30,Industrial_Estate,63.714285714285715,SURF,0.5688775510204082,0.008928571428571428,0.9910714285714286,0.008928571428571412
31,Industrial_Estate,66.4375,SURF,0.5931919642857143,0.008928571428571428,0.9910714285714288,0.008928571428571357
32,Industrial_Estate,66.52678571428571,SURF,0.5939891581632653,0.008928571428571428,0.9910714285714284,0.008928571428571468
33,Industrial_Estate,78.47321428571429,SURF,0.7006536989795918,0.008928571428571428,0.9910714285714286,0.008928571428571412
34,Industrial_Estate,94.41071428571428,SURF,0.842952806122449,0.008928571428571428,0.9910714285714284,0.008928571428571468
35,Industrial_Estate,84.40178571428571,SURF,0.7535873724489796,0.008928571428571428,0.9910714285714286,0.008928571428571412
36,Industrial_Estate,82.66964285714286,SURF,0.7381218112244898,0.008928571428571428,0.9910714285714286,0.008928571428571412
37,Industrial_Estate,115.16071428571428,SURF,1.028220663265306,0.008928571428571428,0.9910714285714286,0.008928571428571412
38,Industrial_Estate,358.75892857142856,SURF,3.203204719387754,0.008928571428571428,0.9910714285714284,0.008928571428571468
