,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score
0,Industrial_Estate,39.55357142857143,AGAST+SIFT,0.3531568877551021,0.008928571428571428,0.9910714285714284,0.008928571428571468
1,Industrial_Estate,31.5,AGAST+SIFT,0.28125,0.008928571428571428,0.9910714285714286,0.008928571428571412
2,Industrial_Estate,24.151785714285715,AGAST+SIFT,0.21564094387755106,0.008928571428571428,0.9910714285714284,0.008928571428571468
3,Industrial_Estate,49.97321428571429,AGAST+SIFT,0.4461894132653061,0.008928571428571428,0.9910714285714284,0.008928571428571468
4,Industrial_Estate,30.294642857142854,AGAST+SIFT,0.27048788265306123,0.008928571428571428,0.9910714285714286,0.008928571428571412
5,Industrial_Estate,19.553571428571427,AGAST+SIFT,0.17458545918367346,0.00892857142857143,0.9910714285714284,0.008928571428571468
6,Industrial_Estate,78.19642857142857,AGAST+SIFT,0.6981823979591837,0.00892857142857143,0.9910714285714284,0.008928571428571468
7,Industrial_Estate,372.40178571428567,AGAST+SIFT,3.3250159438775517,0.00892857142857143,0.9910714285714286,0.008928571428571412
8,Industrial_Estate,467.4910714285714,AGAST+SIFT,4.174027423469388,0.00892857142857143,0.9910714285714286,0.008928571428571412
9,Industrial_Estate,503.00892857142856,AGAST+SIFT,4.491151147959183,0.00892857142857143,0.9910714285714286,0.008928571428571412
10,Industrial_Estate,408.9196428571428,AGAST+SIFT,3.6510682397959178,0.008928571428571428,0.9910714285714286,0.008928571428571412
11,Industrial_Estate,238.88392857142856,AGAST+SIFT,2.1328922193877546,0.008928571428571428,0.9910714285714286,0.008928571428571412
12,Industrial_Estate,254.36607142857144,AGAST+SIFT,2.271125637755102,0.00892857142857143,0.9910714285714286,0.008928571428571412
13,Industrial_Estate,231.9017857142857,AGAST+SIFT,2.0705516581632653,0.008928571428571428,0.9910714285714286,0.008928571428571412
14,Industrial_Estate,25.125,AGAST+SIFT,0.22433035714285715,0.008928571428571428,0.9910714285714286,0.008928571428571412
15,Industrial_Estate,69.50892857142857,AGAST+SIFT,0.6206154336734694,0.008928571428571428,0.9910714285714286,0.008928571428571412
16,Industrial_Estate,145.51785714285714,AGAST+SIFT,1.299266581632653,0.008928571428571428,0.9910714285714286,0.008928571428571412
17,Industrial_Estate,336.4017857142857,AGAST+SIFT,3.00358737244898,0.008928571428571428,0.9910714285714286,0.008928571428571412
18,Industrial_Estate,439.5625,AGAST+SIFT,3.924665178571429,0.008928571428571428,0.9910714285714284,0.008928571428571468
19,Industrial_Estate,409.1785714285714,AGAST+SIFT,3.653380102040817,0.008928571428571428,0.9910714285714284,0.008928571428571468
20,Industrial_Estate,183.75892857142856,AGAST+SIFT,1.6407047193877553,0.00892857142857143,0.9910714285714286,0.008928571428571412
21,Industrial_Estate,36.8125,AGAST+SIFT,0.3286830357142857,0.008928571428571428,0.9910714285714286,0.008928571428571412
22,Industrial_Estate,22.92857142857143,AGAST+SIFT,0.20471938775510204,0.00892857142857143,0.9910714285714286,0.008928571428571412
23,Industrial_Estate,38.67857142857143,AGAST+SIFT,0.3453443877551021,0.008928571428571428,0.9910714285714284,0.008928571428571468
24,Industrial_Estate,52.53571428571429,AGAST+SIFT,0.4690688775510204,0.008928571428571428,0.9910714285714284,0.008928571428571468
