,Dataset,Number of Keypoints,Detector/Descriptor
0,Industrial_Estate,30.858407079646014,BRISK+FREAK
1,Industrial_Estate,18.38053097345133,BRISK+FREAK
2,Industrial_Estate,28.238938053097343,BRISK+FREAK
3,Industrial_Estate,65.22123893805309,BRISK+FREAK
4,Industrial_Estate,29.221238938053094,BRISK+FREAK
5,Industrial_Estate,20.38053097345133,BRISK+FREAK
6,Industrial_Estate,53.06194690265487,BRISK+FREAK
7,Industrial_Estate,218.0353982300885,BRISK+FREAK
8,Industrial_Estate,283.1681415929204,BRISK+FREAK
9,Industrial_Estate,326.4778761061947,BRISK+FREAK
10,Industrial_Estate,283.60176991150445,BRISK+FREAK
11,Industrial_Estate,166.80530973451332,BRISK+FREAK
12,Industrial_Estate,175.80530973451332,BRISK+FREAK
13,Industrial_Estate,166.94690265486724,BRISK+FREAK
14,Industrial_Estate,26.389380530973447,BRISK+FREAK
15,Industrial_Estate,51.2920353982301,BRISK+FREAK
16,Industrial_Estate,98.55752212389379,BRISK+FREAK
17,Industrial_Estate,211.5486725663717,BRISK+FREAK
18,Industrial_Estate,252.66371681415933,BRISK+FREAK
19,Industrial_Estate,244.20353982300884,BRISK+FREAK
20,Industrial_Estate,106.99115044247787,BRISK+FREAK
21,Industrial_Estate,30.415929203539818,BRISK+FREAK
22,Industrial_Estate,25.5929203539823,BRISK+FREAK
23,Industrial_Estate,32.982300884955755,BRISK+FREAK
24,Industrial_Estate,55.75221238938053,BRISK+FREAK
25,Industrial_Estate,116.76106194690266,BRISK+FREAK
26,Industrial_Estate,87.6637168141593,BRISK+FREAK
27,Industrial_Estate,21.415929203539818,BRISK+FREAK
28,Industrial_Estate,28.75221238938053,BRISK+FREAK
29,Industrial_Estate,25.34513274336283,BRISK+FREAK
30,Industrial_Estate,25.946902654867248,BRISK+FREAK
31,Industrial_Estate,25.716814159292035,BRISK+FREAK
32,Industrial_Estate,16.530973451327437,BRISK+FREAK
33,Industrial_Estate,27.69911504424779,BRISK+FREAK
34,Industrial_Estate,49.477876106194685,BRISK+FREAK
35,Industrial_Estate,26.12389380530973,BRISK+FREAK
36,Industrial_Estate,24.283185840707965,BRISK+FREAK
37,Industrial_Estate,27.90265486725664,BRISK+FREAK
38,Industrial_Estate,65.53097345132744,BRISK+FREAK
39,Industrial_Estate,71.88495575221239,BRISK+FREAK
40,Industrial_Estate,42.68141592920354,BRISK+FREAK
41,Industrial_Estate,66.23008849557522,BRISK+FREAK
42,Industrial_Estate,42.0,BRISK+FREAK
43,Industrial_Estate,28.57522123893805,BRISK+FREAK
44,Industrial_Estate,75.15929203539821,BRISK+FREAK
45,Industrial_Estate,85.03539823008848,BRISK+FREAK
46,Industrial_Estate,98.15929203539821,BRISK+FREAK
47,Industrial_Estate,143.92920353982305,BRISK+FREAK
48,Industrial_Estate,55.159292035398224,BRISK+FREAK
49,Industrial_Estate,32.30088495575221,BRISK+FREAK
50,Industrial_Estate,34.14159292035398,BRISK+FREAK
51,Industrial_Estate,27.141592920353986,BRISK+FREAK
52,Industrial_Estate,27.35398230088495,BRISK+FREAK
53,Industrial_Estate,25.964601769911503,BRISK+FREAK
54,Industrial_Estate,19.716814159292035,BRISK+FREAK
55,Industrial_Estate,14.893805309734516,BRISK+FREAK
56,Industrial_Estate,17.876106194690266,BRISK+FREAK
57,Industrial_Estate,25.4070796460177,BRISK+FREAK
58,Industrial_Estate,19.5929203539823,BRISK+FREAK
59,Industrial_Estate,34.805309734513266,BRISK+FREAK
60,Industrial_Estate,30.86725663716814,BRISK+FREAK
61,Industrial_Estate,21.283185840707965,BRISK+FREAK
62,Industrial_Estate,20.45132743362832,BRISK+FREAK
63,Industrial_Estate,42.82300884955753,BRISK+FREAK
64,Industrial_Estate,41.778761061946895,BRISK+FREAK
65,Industrial_Estate,20.26548672566372,BRISK+FREAK
66,Industrial_Estate,45.274336283185846,BRISK+FREAK
67,Industrial_Estate,54.75221238938053,BRISK+FREAK
68,Industrial_Estate,188.33628318584067,BRISK+FREAK
69,Industrial_Estate,174.11504424778758,BRISK+FREAK
70,Industrial_Estate,320.64601769911496,BRISK+FREAK
71,Industrial_Estate,94.06194690265488,BRISK+FREAK
72,Industrial_Estate,270.5752212389381,BRISK+FREAK
73,Industrial_Estate,260.4336283185841,BRISK+FREAK
74,Industrial_Estate,367.2743362831858,BRISK+FREAK
75,Industrial_Estate,333.74336283185835,BRISK+FREAK
76,Industrial_Estate,256.17699115044246,BRISK+FREAK
77,Industrial_Estate,240.92035398230092,BRISK+FREAK
78,Industrial_Estate,219.34513274336285,BRISK+FREAK
79,Industrial_Estate,103.07079646017701,BRISK+FREAK
80,Industrial_Estate,46.63716814159292,BRISK+FREAK
81,Industrial_Estate,17.008849557522122,BRISK+FREAK
82,Industrial_Estate,33.10619469026549,BRISK+FREAK
83,Industrial_Estate,36.68141592920354,BRISK+FREAK
84,Industrial_Estate,40.8495575221239,BRISK+FREAK
85,Industrial_Estate,25.858407079646014,BRISK+FREAK
86,Industrial_Estate,32.646017699115035,BRISK+FREAK
87,Industrial_Estate,36.79646017699115,BRISK+FREAK
88,Industrial_Estate,56.920353982300895,BRISK+FREAK
89,Industrial_Estate,75.81415929203541,BRISK+FREAK
90,Industrial_Estate,32.58407079646017,BRISK+FREAK
91,Industrial_Estate,56.06194690265487,BRISK+FREAK
92,Industrial_Estate,65.86725663716814,BRISK+FREAK
93,Industrial_Estate,89.72566371681415,BRISK+FREAK
94,Industrial_Estate,49.221238938053105,BRISK+FREAK
95,Industrial_Estate,43.2566371681416,BRISK+FREAK
96,Industrial_Estate,10.584070796460175,BRISK+FREAK
97,Industrial_Estate,33.11504424778761,BRISK+FREAK
98,Industrial_Estate,35.424778761061944,BRISK+FREAK
99,Industrial_Estate,33.212389380530965,BRISK+FREAK
100,Industrial_Estate,86.88495575221239,BRISK+FREAK
101,Industrial_Estate,169.50442477876106,BRISK+FREAK
102,Industrial_Estate,201.3982300884956,BRISK+FREAK
103,Industrial_Estate,336.1769911504425,BRISK+FREAK
104,Industrial_Estate,110.13274336283186,BRISK+FREAK
105,Industrial_Estate,84.6283185840708,BRISK+FREAK
106,Industrial_Estate,47.45132743362832,BRISK+FREAK
107,Industrial_Estate,35.840707964601776,BRISK+FREAK
108,Industrial_Estate,18.72566371681416,BRISK+FREAK
109,Industrial_Estate,36.00884955752213,BRISK+FREAK
110,Industrial_Estate,30.84955752212389,BRISK+FREAK
111,Industrial_Estate,10.079646017699117,BRISK+FREAK
112,Industrial_Estate,78.50442477876106,BRISK+FREAK
113,Industrial_Estate,22.203539823008853,AGAST+SIFT
114,Industrial_Estate,12.15929203539823,AGAST+SIFT
115,Industrial_Estate,19.24778761061947,AGAST+SIFT
116,Industrial_Estate,52.345132743362825,AGAST+SIFT
117,Industrial_Estate,22.557522123893804,AGAST+SIFT
118,Industrial_Estate,15.1858407079646,AGAST+SIFT
119,Industrial_Estate,47.38053097345133,AGAST+SIFT
120,Industrial_Estate,204.3805309734513,AGAST+SIFT
121,Industrial_Estate,264.76991150442484,AGAST+SIFT
122,Industrial_Estate,298.66371681415933,AGAST+SIFT
123,Industrial_Estate,253.05309734513284,AGAST+SIFT
124,Industrial_Estate,144.30973451327438,AGAST+SIFT
125,Industrial_Estate,150.6194690265487,AGAST+SIFT
126,Industrial_Estate,143.1238938053097,AGAST+SIFT
127,Industrial_Estate,19.876106194690266,AGAST+SIFT
128,Industrial_Estate,44.90265486725664,AGAST+SIFT
129,Industrial_Estate,85.28318584070794,AGAST+SIFT
130,Industrial_Estate,190.69911504424775,AGAST+SIFT
131,Industrial_Estate,235.09734513274338,AGAST+SIFT
132,Industrial_Estate,227.33628318584067,AGAST+SIFT
133,Industrial_Estate,100.0,AGAST+SIFT
134,Industrial_Estate,24.858407079646014,AGAST+SIFT
135,Industrial_Estate,20.168141592920357,AGAST+SIFT
136,Industrial_Estate,25.97345132743363,AGAST+SIFT
137,Industrial_Estate,43.221238938053105,AGAST+SIFT
138,Industrial_Estate,121.47787610619469,AGAST+SIFT
139,Industrial_Estate,98.18584070796459,AGAST+SIFT
140,Industrial_Estate,13.56637168141593,AGAST+SIFT
141,Industrial_Estate,21.769911504424783,AGAST+SIFT
142,Industrial_Estate,18.690265486725664,AGAST+SIFT
143,Industrial_Estate,20.637168141592923,AGAST+SIFT
144,Industrial_Estate,21.938053097345133,AGAST+SIFT
145,Industrial_Estate,12.088495575221241,AGAST+SIFT
146,Industrial_Estate,19.48672566371681,AGAST+SIFT
147,Industrial_Estate,40.30088495575221,AGAST+SIFT
148,Industrial_Estate,19.964601769911503,AGAST+SIFT
149,Industrial_Estate,17.380530973451332,AGAST+SIFT
150,Industrial_Estate,23.672566371681413,AGAST+SIFT
151,Industrial_Estate,57.522123893805315,AGAST+SIFT
152,Industrial_Estate,65.98230088495575,AGAST+SIFT
