,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score
0,Industrial_Estate,81.8125,SUPERPOINT,5.133928571428571,0.06275237367674343,0.9372476263232566,0.0627523736767434
1,Industrial_Estate,74.79464285714286,SUPERPOINT,1.5357142857142858,0.020532410170705503,0.9794675898292944,0.02053241017070556
2,Industrial_Estate,84.47321428571429,SUPERPOINT,1.3928571428571428,0.016488743261811645,0.9835112567381884,0.016488743261811625
3,Industrial_Estate,98.58928571428571,SUPERPOINT,0.7767857142857143,0.007879007426190908,0.9921209925738091,0.00787900742619088
4,Industrial_Estate,91.55357142857143,SUPERPOINT,6.955357142857143,0.07597035303296275,0.9240296469670373,0.07597035303296275
5,Industrial_Estate,81.69642857142857,SUPERPOINT,6.133928571428571,0.07508196721311475,0.9249180327868852,0.07508196721311476
6,Industrial_Estate,75.52678571428571,SUPERPOINT,2.5892857142857144,0.03428301217638019,0.9657169878236199,0.034283012176380134
7,Industrial_Estate,71.25892857142857,SUPERPOINT,3.7232142857142856,0.052249091592532264,0.9477509084074677,0.05224909159253229
8,Industrial_Estate,76.01785714285714,SUPERPOINT,2.294642857142857,0.030185576697204605,0.9698144233027953,0.03018557669720464
9,Industrial_Estate,73.9375,SUPERPOINT,1.6696428571428572,0.022581813790605,0.9774181862093949,0.022581813790605042
10,Industrial_Estate,71.74107142857143,SUPERPOINT,1.2232142857142858,0.017050404480398258,0.9829495955196017,0.01705040448039828
11,Industrial_Estate,77.44642857142857,SUPERPOINT,3.2232142857142856,0.04161863038967028,0.9583813696103296,0.041618630389670334
12,Industrial_Estate,83.67857142857143,SUPERPOINT,1.7410714285714286,0.020806658130601792,0.9791933418693982,0.02080665813060179
13,Industrial_Estate,77.16964285714286,SUPERPOINT,0.4017857142857143,0.0052065255119750084,0.994793474488025,0.0052065255119749946
14,Industrial_Estate,83.74107142857143,SUPERPOINT,0.9642857142857143,0.011515086896257597,0.9884849131037424,0.011515086896257586
15,Industrial_Estate,80.3125,SUPERPOINT,2.8660714285714284,0.035686492495831015,0.964313507504169,0.03568649249583101
16,Industrial_Estate,59.723214285714285,SUPERPOINT,0.044642857142857144,0.0007474958887726118,0.9992525041112275,0.0007474958887725771
17,Industrial_Estate,52.964285714285715,SUPERPOINT,0.044642857142857144,0.0008428860418071476,0.999157113958193,0.0008428860418070962
18,Industrial_Estate,54.1875,SUPERPOINT,0.3392857142857143,0.00626132806063602,0.9937386719393639,0.006261328060636041
19,Industrial_Estate,61.464285714285715,SUPERPOINT,0.5,0.008134805345729227,0.9918651946542708,0.00813480534572921
20,Industrial_Estate,59.6875,SUPERPOINT,0.4732142857142857,0.007928197456993268,0.9920718025430068,0.007928197456993257
21,Industrial_Estate,73.13392857142857,SUPERPOINT,2.607142857142857,0.03564888292027835,0.9643511170797215,0.03564888292027841
22,Industrial_Estate,78.72321428571429,SUPERPOINT,2.5,0.03175683339004196,0.968243166609958,0.031756833390041976
23,Industrial_Estate,87.02678571428571,SUPERPOINT,0.75,0.008618036318867345,0.9913819636811326,0.008618036318867359
24,Industrial_Estate,89.88392857142857,SUPERPOINT,2.2410714285714284,0.024932949240091387,0.9750670507599086,0.024932949240091384
25,Industrial_Estate,59.74107142857143,SUPERPOINT,1.25,0.02092362875504409,0.979076371244956,0.020923628755044072
26,Industrial_Estate,80.66964285714286,SUPERPOINT,0.2767857142857143,0.0034311012728278916,0.9965688987271721,0.0034311012728278772
27,Industrial_Estate,73.70535714285714,SUPERPOINT,1.9285714285714286,0.026165960024227743,0.9738340399757722,0.026165960024227757
28,Industrial_Estate,77.25892857142857,SUPERPOINT,0.0625,0.0008089679879810471,0.999191032012019,0.0008089679879810356
29,Industrial_Estate,77.36607142857143,SUPERPOINT,3.830357142857143,0.04950952106174264,0.9504904789382574,0.0495095210617426
30,Industrial_Estate,78.8125,SUPERPOINT,1.7946428571428572,0.022771043389600093,0.9772289566103999,0.02277104338960011
31,Industrial_Estate,63.982142857142854,SUPERPOINT,0.45535714285714285,0.0071169411108010045,0.9928830588891989,0.007116941110801041
32,Industrial_Estate,67.6875,SUPERPOINT,3.5892857142857144,0.05302730510486743,0.9469726948951327,0.05302730510486737
33,Industrial_Estate,81.42857142857143,SUPERPOINT,4.955357142857143,0.06085526315789474,0.9391447368421053,0.06085526315789471
34,Industrial_Estate,97.07142857142857,SUPERPOINT,0.6339285714285714,0.006530537159676233,0.9934694628403238,0.006530537159676225
35,Industrial_Estate,83.13392857142857,SUPERPOINT,0.8303571428571429,0.009988186016539578,0.9900118139834605,0.00998818601653954
36,Industrial_Estate,68.58035714285714,SUPERPOINT,0.23214285714285715,0.003384975914594454,0.9966150240854055,0.003384975914594489
37,Industrial_Estate,69.88392857142857,SUPERPOINT,5.696428571428571,0.08151271240577489,0.9184872875942252,0.08151271240577486
38,Industrial_Estate,65.33035714285714,SUPERPOINT,1.7589285714285714,0.026923602569359027,0.973076397430641,0.026923602569359013
